StockCode,product_demand,avg_product_price,demand_tier
20780,37,5.724736842105264,0
20781,32,4.874347826086956,0
20782,40,5.587777777777777,0
20785,14,39.15,0
20793,8,6.75,0
20794,85,2.5218749999999996,0
20795,44,2.1,0
20796,61,1.65,0
20798,36,2.1,0
20801,848,0.9405454545454546,1
20802,648,1.4686363636363635,1
20803,917,0.515625,1
20816,8,1.95,0
20818,12,2.5,0
20819,48,3.981875,0
20820,5,4.95,0
20821,16,4.95,0
20823,164,0.79,1
20826,276,0.8225,1
20827,88,0.39,0
20828,1012,2.540322580645161,2
20829,1265,2.1527810650887576,2
20830,75,2.1,0
20831,169,1.8645833333333333,1
20832,1034,0.5745614035087719,2
20835,66,0.83,0
20836,170,0.83,1
20837,141,0.9713333333333334,1
20838,330,0.9239393939393938,1
20839,452,0.9855102040816326,1
20840,464,0.9609090909090909,1
20845,19,6.35,0
20846,647,1.26,1
20847,46,3.75,0
20848,21,2.95,0
20851,9,5.95,0
20854,166,1.6388888888888888,1
20856,140,1.65,1
20857,32,1.65,0
20861,2,2.1,0
20866,409,1.3036842105263158,1
20867,187,1.2424,1
20868,381,0.567741935483871,1
20869,139,0.39,1
20878,25,1.25,0
20886,453,1.9462025316455696,1
20892,1,12.75,0
20893,259,2.4825,1
20894,25,2.95,0
20897,85,2.9000000000000004,0
20898,25,2.95,0
20901,4,6.349999999999999,0
20902,33,6.216666666666666,0
20903,20,6.35,0
20906,3,2.95,0
20910,8,6.349999999999999,0
20914,6170,2.9525,2
20931,263,3.114864864864865,1
20932,189,3.0090909090909093,1
20933,23,3.127777777777778,0
20934,54,5.45,0
20935,6,2.95,0
20936,92,3.0876923076923077,0
20941,61,1.25,0
20956,730,1.289672131147541,1
20961,1029,1.3151538461538461,2
20963,1102,1.326825396825397,2
20964,2,2.55,0
20966,589,1.2453658536585366,1
20967,257,3.75,1
20969,1876,3.8192664092664095,2
20970,1081,3.7809051724137928,2
20971,10225,1.269508547008547,2
20972,7131,1.2744545454545455,2
20973,4007,0.6654639175257732,2
20974,6734,0.6483498349834984,2
20975,6400,0.6490476190476191,2
20977,1597,1.2486896551724138,2
20978,1631,1.248972972972973,2
20979,3523,1.2443162393162395,2
20980,27,1.25,0
20981,1851,0.85,2
20982,2019,0.8494144144144143,2
20983,2652,0.84948,2
20984,3809,0.36318181818181816,2
20985,1017,1.2779166666666668,2
20986,462,1.3207936507936506,1
20992,4365,0.4600766283524904,2
20996,3057,0.2522872340425532,2
20997,15,4.95,0
20998,119,2.935714285714286,0
21000,46,4.25,0
21001,25,5.950000000000001,0
21002,13,4.25,0
21003,13,6.349999999999999,0
21011,18,1.45,0
21012,567,2.085180722891566,1
21014,1233,0.41,2
21015,1251,0.3229411764705882,2
21018,22,0.85,0
21025,100,1.465,0
21026,143,1.3392,1
21027,101,1.24,0
21028,116,1.52,0
21030,121,1.3026086956521739,0
21031,40,1.36,0
21032,65,1.476875,0
21033,922,2.318348623853211,1
21034,1893,0.95,2
21035,2319,3.2901777777777776,2
21038,77,1.1656521739130437,0
21039,510,2.7124675324675325,1
21040,22,1.67,0
21041,576,2.95,1
21042,303,5.950000000000001,1
21043,443,2.2948275862068965,1
21051,108,2.1845833333333333,0
21054,68,8.95,0
21055,146,9.498571428571427,1
21056,174,9.749393939393938,1
21058,1049,0.8641304347826086,2
21059,573,0.8500000000000001,1
21060,356,0.85,1
21061,412,0.8499999999999999,1
21062,501,0.85,1
21063,483,0.8692592592592592,1
21064,176,5.010000000000001,1
21065,487,4.347727272727273,1
21066,688,1.2347619047619047,1
21067,203,1.2456818181818183,1
21068,1535,1.2177777777777778,2
21069,1868,1.2353846153846153,2
21070,1033,1.3265822784810126,2
21071,849,1.2316363636363636,1
21078,2494,0.8504878048780488,2
21080,12313,0.8391102257636123,2
21084,2199,0.25754716981132075,2
21086,6589,0.6587837837837838,2
21087,126,0.466,0
21088,1576,0.257027027027027,2
21089,231,0.22833333333333336,1
21090,1672,0.46210084033613447,2
21094,7351,0.8289634146341462,2
21095,95,0.85,0
21096,1143,0.4482857142857143,2
21098,3176,1.3019565217391305,2
21100,43,1.65,0
21106,193,2.9042857142857144,1
21107,840,2.871212121212121,1
21108,10082,1.4016751269035532,2
21109,837,4.141780821917808,1
21110,775,5.4775,1
21111,789,2.1423076923076922,1
21112,1245,2.5917391304347825,2
21114,1352,1.3203007518796992,2
21115,523,5.82187969924812,1
21116,489,4.948644067796611,1
21117,115,1.5735294117647058,0
21121,6502,1.2466860465116278,2
21122,5257,1.2514285714285713,2
21123,975,1.2376470588235293,2
21124,3970,1.2475431034482758,2
21125,598,1.25,1
21126,488,1.2472463768115942,1
21128,47,6.9193750000000005,0
21129,45,8.2775,0
21131,93,3.8676470588235294,0
21132,35,3.875,0
21135,2708,1.6657738095238093,2
21136,4476,1.6926243093922653,2
21137,11406,3.660536277602524,2
21143,296,1.95,1
21145,122,1.25,0
21147,89,2.2800000000000002,0
21154,3187,1.2947014925373135,2
21155,2460,2.521052631578947,2
21156,3039,2.0006802721088435,2
21157,49,2.1,0
21158,1427,0.6156774193548388,2
21159,1109,0.6914678899082569,2
21161,131,1.45,0
21162,1416,0.6095714285714285,2
21163,1176,0.701764705882353,2
21164,1714,2.9382400000000004,2
21165,4027,1.672343324250681,2
21166,10209,2.038988580750408,2
21167,1260,0.21,2
21169,4281,1.6724719101123595,2
21171,424,1.4333333333333333,1
21172,3335,1.4867624020887726,2
21174,3926,2.069736842105263,2
21175,11993,2.465249643366619,2
21179,1785,0.7458620689655172,2
21181,11963,2.0726647966339415,2
21187,330,1.6385714285714283,1
21188,294,2.926470588235294,1
21189,165,1.65,1
21190,168,1.5928571428571427,1
21191,394,2.0813636363636365,1
21192,925,1.622093023255814,1
21194,437,0.9534883720930233,1
21195,417,1.8675,1
21196,89,1.65,0
21197,243,1.5246153846153847,1
21198,964,1.3807843137254903,2
21199,864,1.3948979591836734,1
21200,1010,1.5012820512820513,2
21201,1175,2.502,2
21202,449,1.4595238095238094,1
21204,419,1.65,1
21205,209,2.55,1
21206,1220,1.5487012987012987,2
21207,982,1.6290697674418604,2
21208,873,0.626140350877193,1
21209,1142,0.6794736842105262,2
21210,5680,1.4629076086956523,2
21211,816,1.4441176470588235,1
21212,33693,0.5482116104868914,2
21213,14309,0.5406849315068494,2
21215,868,0.5480303030303031,1
21216,1841,4.89872,2
21217,975,9.860852713178295,2
21218,2058,3.755631067961165,2
21219,323,1.3625581395348838,1
21220,239,1.394047619047619,1
21221,201,1.3004166666666668,1
21222,198,1.4728947368421053,1
21224,734,1.247710843373494,1
21226,9,1.25,0
21228,5,1.25,0
21231,5757,1.273341968911917,2
21232,10366,1.256424957841484,2
21238,3519,0.8476785714285714,2
21239,2574,0.8461764705882353,2
21240,3156,0.8410958904109589,2
21242,3074,1.674,2
21243,2113,1.6722818791946308,2
21244,2131,1.672162162162162,2
21245,1014,1.6962135922330097,2
21246,175,4.932051282051282,1
21248,187,1.4499999999999997,1
21249,672,2.9145569620253164,1
21250,92,2.926470588235294,0
21251,165,2.95,1
21253,66,2.8229411764705885,0
21257,489,7.981428571428572,1
21258,425,12.952358490566038,1
21259,1128,5.92744769874477,2
21260,1129,3.2376666666666667,2
21261,167,3.468518518518519,1
21262,268,2.95,1
21263,165,1.95,1
21264,256,1.95,1
21265,128,1.95,0
21268,2,0.42,0
21269,28,8.5,0
21270,14,12.75,0
21272,503,1.2512121212121212,1
21275,10,16.95,0
21277,23,21.302500000000002,0
21278,43,2.55,0
21279,65,2.55,0
21280,65,2.55,0
21281,35,2.55,0
21284,385,1.2026923076923077,1
21285,350,1.6400000000000001,1
21286,255,1.2577777777777777,1
21287,1788,0.508888888888889,2
21288,256,2.911904761904762,1
21289,443,1.25,1
21291,920,0.85,1
21292,865,0.8165384615384615,1
21293,101,2.2068421052631577,0
21294,1536,0.519,2
21306,487,0.5345945945945946,1
21307,79,1.2646153846153847,0
21310,1,29.95,0
21311,478,0.51625,1
21313,2843,0.8346564885496184,2
21314,3670,2.093670520231214,2
21316,149,1.654,1
21317,96,5.414285714285714,0
21318,680,0.8999999999999999,1
21319,147,1.2133333333333332,1
21320,186,1.595,1
21324,69,2.95,0
21326,10088,0.6395470383275261,2
21327,538,1.65,1
21328,760,1.6838144329896905,1
21329,589,1.688139534883721,1
21331,11,12.75,0
21332,14,10.55,0
21333,55,2.95,0
21336,8,2.9500000000000006,0
21340,928,12.191704545454545,1
21344,14,9.95,0
21348,139,2.79,1
21349,12,6.75,0
21351,101,6.701515151515152,0
21352,311,4.366216216216216,1
21354,753,1.2242857142857144,1
21355,777,1.2447368421052631,1
21356,304,1.1880000000000002,1
21357,19,1.25,0
21358,328,1.25,1
21359,127,8.283333333333333,0
21360,37,7.378571428571428,0
21361,91,12.716666666666667,0
21363,209,4.95,1
21364,25,6.75,0
21365,348,1.0999999999999999,1
21366,24,4.25,0
21367,163,1.56,1
21368,161,0.8693548387096774,1
21369,98,1.6346153846153846,0
21370,15,4.94,0
21371,275,1.0875,1
21372,67,1.3292000000000002,0
21373,507,0.75,1
21374,294,1.6875,1
21375,24,4.4,0
21376,33,4.61,0
21377,93,1.4510526315789474,0
21378,129,1.478181818181818,0
21379,147,1.1425,1
21380,2093,2.974340425531915,2
21381,1699,1.6883333333333335,2
21382,1045,1.6666666666666667,2
21383,772,0.65,1
21385,3564,0.8595412844036697,2
21386,713,0.44882352941176473,1
21389,1018,0.85,2
21390,3781,1.2636065573770492,2
21391,975,1.0,2
21392,32,1.3671428571428572,0
21393,29,1.45875,0
21394,3822,0.4419298245614035,2
21395,2812,0.39,2
21397,1016,0.5268181818181819,2
21398,1499,0.6691836734693878,2
21399,2047,0.5528571428571428,2
21400,837,0.1575,1
21401,1010,0.15050847457627117,2
21402,1290,0.12491803278688525,2
21403,1718,0.13183098591549294,2
21407,233,4.220744680851064,1
21408,225,4.047941176470588,1
21411,722,3.8792631578947367,1
21413,36,1.25,0
21414,1,2.1,0
21415,206,1.9771875,1
21416,5,3.75,0
21417,289,1.7725,1
21418,59,2.0084615384615385,0
21420,48,2.9219999999999997,0
21421,298,1.2353846153846153,1
21422,1560,0.9093478260869565,2
21424,227,2.8772727272727274,1
21425,67,2.9250000000000003,0
21426,213,2.0444444444444447,1
21427,77,2.1,0
21428,1099,4.181202185792349,2
21429,1616,1.8808035714285716,2
21430,2704,3.6949382716049386,2
21439,1322,1.2475641025641027,2
21441,376,0.7626315789473684,1
21442,389,0.7181081081081081,1
21445,214,1.25,1
21446,400,1.25,1
21447,749,1.25,1
21448,327,1.65,1
21452,745,2.9440740740740745,1
21454,318,0.8499999999999999,1
21455,271,0.85,1
21456,161,1.25,1
21457,115,1.25,0
21458,158,1.25,1
21459,75,1.9500000000000002,0
21460,26,1.9500000000000002,0
21461,9,1.95,0
21462,192,5.890298507462687,1
21463,644,5.793893129770993,1
21464,244,4.245098039215686,1
21465,193,3.808888888888889,1
21466,267,3.8954945054945056,1
21467,215,3.8451282051282054,1
21468,123,3.8983999999999996,0
21469,250,3.8022535211267603,1
21470,338,3.8467826086956523,1
21471,495,3.724468085106383,1
21472,119,3.75,0
21473,22,19.95,0
21476,31,14.949999999999998,0
21479,2702,4.019002557544757,2
21481,2925,3.3662273901808786,2
21484,1555,3.9062962962962966,2
21485,3335,4.958850364963504,2
21486,8,3.75,0
21488,3,3.95,0
21494,1228,1.3659701492537313,2
21495,5800,0.41769696969696973,2
21497,8600,0.4182758620689655,2
21498,10547,0.4180357142857143,2
21499,6925,0.41694444444444445,2
21500,6350,0.4169014084507042,2
21503,726,0.4165217391304348,1
21504,1884,0.41690721649484536,2
21506,4740,0.4185770750988142,2
21507,3206,0.4320100502512563,2
21508,2393,0.42753424657534245,2
21509,3581,0.4317241379310345,2
21518,265,0.41647058823529415,1
21519,3217,0.4178010471204188,2
21520,457,0.41818181818181815,1
21523,3088,7.865376884422111,2
21524,1662,7.964829268292683,2
21527,468,7.86304347826087,1
21528,179,6.927528089887641,1
21530,756,1.072857142857143,1
21531,1473,2.5075471698113208,2
21533,1317,4.884579439252336,2
21534,327,4.933969465648855,1
21535,2460,2.5345312499999997,2
21537,327,4.232758620689655,1
21538,5,3.75,0
21539,939,4.904418604651163,2
21544,1872,0.8447826086956521,2
21547,72,2.95,0
21555,55,2.55,0
21556,804,2.524468085106383,1
21557,300,3.2153846153846155,1
21558,1946,2.530363636363636,2
21559,3716,2.5573287671232876,2
21561,1227,2.563571428571428,2
21562,319,1.2272,1
21563,1358,2.7335820895522387,2
21564,1016,2.743009708737864,2
21576,177,2.367826086956522,1
21577,549,2.25,1
21578,586,2.25,1
21579,154,2.25,1
21580,90,2.25,0
21581,165,2.25,1
21584,1066,1.6487421383647798,2
21586,731,2.502272727272727,1
21587,197,2.5349999999999997,1
21588,1497,2.527173913043478,2
21591,1187,1.2487662337662337,2
21592,2151,1.1298222222222223,2
21609,761,2.9233333333333333,1
21613,221,2.9394736842105265,1
21614,48,2.95,0
21615,840,1.6826923076923077,1
21616,755,1.6898148148148149,1
21617,473,2.2625,1
21618,303,1.9827586206896552,1
21619,900,1.61,1
21620,811,1.7461832061068703,1
21621,2540,8.505348258706467,2
21622,364,4.942553191489362,1
21623,3255,9.767211538461538,2
21624,204,5.926470588235294,1
21625,307,6.993898305084746,1
21626,742,1.95,1
21627,38,14.949999999999998,0
21628,44,14.691176470588236,0
21629,53,7.875925925925926,0
21630,54,8.813636363636363,0
21631,155,7.25,1
21632,60,3.95,0
21633,87,10.235714285714286,0
21634,948,0.5769565217391304,2
21635,270,1.9166666666666667,1
21636,917,0.7961538461538462,1
21637,109,1.25,0
21638,235,2.1,1
21640,541,0.8475471698113208,1
21641,1102,0.4791304347826087,2
21642,2452,0.3743010752688172,2
21643,490,1.2377419354838708,1
21644,215,1.25,1
21647,117,2.1,0
21648,654,1.2384848484848483,1
21650,2197,0.24411764705882355,2
21651,131,1.6136363636363635,0
21654,946,0.6444,2
21655,36,1.69,0
21656,117,1.45,0
21657,28,6.95,0
21658,773,3.9010769230769236,1
21661,3,5.95,0
21662,74,5.91875,0
21664,97,3.7310526315789474,0
21666,384,0.65,1
21667,2,14.95,0
21668,5035,1.3062390670553936,2
21669,4969,1.3257650273224044,2
21670,4004,1.300304054054054,2
21671,4080,1.2877816901408452,2
21672,4564,1.2923492063492064,2
21673,3994,1.3009473684210526,2
21675,525,0.9375,1
21676,211,1.09375,1
21677,766,0.916625,1
21678,104,0.85,0
21679,1054,0.8485057471264367,2
21680,804,0.85,1
21681,2,9.95,0
21682,177,5.0502,1
21683,297,2.9500000000000006,1
21684,764,0.8878378378378379,1
21686,33,39.672222222222224,0
21688,316,2.95,1
21689,92,3.75,0
21690,24,3.75,0
21692,17,3.75,0
21693,358,2.95,1
21694,303,2.91,1
21695,283,2.95,1
21696,226,2.95,1
21698,266,0.49454545454545457,1
21700,1266,0.85,2
21703,9272,0.4274898785425101,2
21704,5004,0.8637878787878788,2
21705,1377,1.5144642857142858,2
21706,229,5.074927536231884,1
21707,120,5.148297872340425,0
21708,139,4.907575757575758,1
21709,87,5.089032258064516,0
21710,84,5.066451612903226,0
21711,86,4.889130434782609,0
21713,701,2.098076923076923,1
21714,1085,1.25,2
21715,1141,2.5176258992805756,2
21716,1206,2.552302158273381,2
21717,405,2.5026315789473683,1
21718,1289,1.2666896551724136,2
21719,301,0.85,1
21720,57,0.85,0
21721,175,0.85,1
21722,65,0.85,0
21723,371,0.85,1
21724,372,0.85,1
21725,274,0.85,1
21726,231,0.85,1
21730,498,4.929416666666667,1
21731,12871,1.6594953271028037,2
21733,7759,2.948390804597701,2
21735,210,12.535975609756099,1
21736,80,1.8150000000000002,0
21738,45,2.95,0
21739,143,2.8813999999999997,1
21741,131,2.95,0
21742,193,5.95,1
21743,275,2.9250000000000003,1
21744,367,3.1866666666666665,1
21745,929,3.7779425837320577,2
21746,2974,1.2572192513368983,2
21747,437,1.2407142857142857,1
21749,1900,2.074299065420561,2
21750,78,2.1,0
21754,2654,6.017971830985916,2
21755,1946,6.015879310344828,2
21756,792,6.034296875,1
21757,6,4.95,0
21758,32,6.414285714285714,0
21761,10,29.95,0
21763,6,27.4625,0
21769,11,66.36,0
21770,1577,4.944215116279071,2
21773,920,1.0779661016949154,1
21774,835,1.150576923076923,1
21775,283,1.2297560975609756,1
21777,7,7.95,0
21781,138,14.86951219512195,1
21784,51,9.95,0
21785,411,0.8099999999999999,1
21786,1589,0.4553125,2
21787,8755,0.8633333333333333,2
21788,1203,0.8526086956521739,2
21789,799,0.8581690140845071,1
21790,13336,0.8515353260869566,2
21791,7143,1.2709164969450102,2
21792,331,4.59,1
21793,296,4.293582089552239,1
21794,501,4.395913978494623,1
21801,457,0.42,1
21802,1000,0.42,2
21803,1138,0.42,2
21804,178,3.7236585365853654,1
21807,415,0.42,1
21808,100,3.6363636363636362,0
21809,1859,0.7438461538461538,2
21810,5305,0.5667724867724868,2
21811,4332,0.644251497005988,2
21812,218,4.901162790697675,1
21813,250,4.898780487804878,1
21814,75,1.45,0
21815,132,1.45,0
21816,34,1.45,0
21817,908,0.5031147540983607,1
21818,2699,0.5145121951219512,2
21819,2465,0.49124031007751934,2
21820,291,3.791746031746032,1
21821,223,3.732439024390244,1
21822,615,1.0282089552238807,1
21823,1196,0.7479220779220779,2
21824,1450,0.5964935064935065,2
21826,93,1.25,0
21827,6,1.25,0
21828,314,1.25,1
21829,6462,0.2122222222222222,2
21830,2599,0.43782608695652175,2
21832,785,1.7306557377049179,1
21833,2628,1.6816666666666664,2
21836,3,3.75,0
21839,1,5.45,0
21841,73,4.25,0
21843,1809,10.862765957446808,2
21844,1814,2.902941176470588,2
21845,1907,1.0974698795180724,2
21846,72,5.616666666666667,0
21847,9,4.95,0
21849,52,5.083600000000001,0
21850,61,4.918181818181818,0
21851,26,5.617999999999999,0
21864,610,2.075151515151515,1
21865,223,2.088611111111111,1
21866,537,1.3015454545454543,1
21867,266,1.2753409090909091,1
21868,2346,1.3348510638297872,2
21870,1357,1.247304964539007,2
21871,5265,1.3763272727272728,2
21872,1269,1.3554032258064515,2
21873,1586,1.2783516483516484,2
21874,2852,1.3477040816326529,2
21875,2000,1.3656249999999999,2
21876,3548,1.3853,2
21877,5347,1.418294314381271,2
21878,2397,0.8524840764331211,2
21879,1027,0.4628813559322034,2
21880,1458,0.5488000000000001,2
21881,975,0.5708888888888889,2
21882,600,0.5265853658536586,1
21883,1368,0.5566666666666668,2
21884,1017,0.5036363636363637,2
21888,1553,3.8331560283687947,2
21889,5778,1.2799356223175966,2
21890,1075,3.238666666666667,2
21891,7919,1.3947486033519554,2
21892,2914,1.296360655737705,2
21894,476,1.3145333333333333,1
21895,1,4.25,0
21896,949,2.1059782608695654,2
21897,402,2.88,1
21898,445,3.0157142857142856,1
21899,2605,0.6795535714285714,2
21900,3087,0.6854074074074075,2
21901,1746,0.6776229508196722,2
21902,1915,0.6779041916167665,2
21903,1129,2.236322580645161,2
21904,51,2.1,0
21905,685,1.2900900900900902,1
21906,483,6.732736842105263,1
21907,2294,2.113072289156627,2
21908,3635,2.140183727034121,2
21910,36,1.65,0
21911,105,1.65,0
21912,1575,3.8390405904059044,2
21913,305,3.8293258426966292,1
21914,7434,1.2807020872865273,2
21915,20975,1.261146384479718,2
21916,4363,0.43215686274509807,2
21917,4095,0.4274074074074074,2
21918,7013,0.42713286713286713,2
21922,759,7.950236686390532,1
21925,403,1.25,1
21926,414,1.2468333333333335,1
21927,622,1.2480808080808081,1
21928,9704,2.034790528233151,2
21929,9889,2.0409405940594056,2
21930,5706,2.027713097713098,2
21931,11516,2.028888888888889,2
21932,2467,1.8524464831804281,2
21933,2410,1.8428571428571427,2
21934,1288,1.6458041958041958,2
21935,1763,1.6440487804878048,2
21936,3758,2.9493814432989693,2
21937,1591,2.926923076923077,2
21942,161,0.83,1
21943,57,0.85,0
21944,232,0.7688235294117647,1
21945,225,0.8346666666666667,1
21946,72,0.8081818181818182,0
21947,596,1.357840909090909,1
21948,418,1.4012499999999999,1
21949,613,1.305084745762712,1
21955,1159,7.759430379746836,2
21967,5166,0.32366666666666666,2
21972,292,1.45,1
21973,159,1.45,1
21974,2036,1.494061135371179,2
21975,12134,0.5584098939929328,2
21976,4967,0.552318339100346,2
21977,24264,0.551399416909621,2
21980,6523,0.3281349206349206,2
21981,5295,0.3362051282051282,2
21982,7346,0.341070110701107,2
21983,2223,0.352258064516129,2
21984,3309,0.3540740740740741,2
21985,8569,0.3338227146814404,2
21986,3985,0.33987261146496817,2
21987,2050,0.6476315789473684,2
21988,2194,0.8401342281879194,2
21989,2068,0.8465402843601896,2
21990,1219,1.5017204301075269,2
21991,471,1.5112621359223302,1
21992,1163,1.5286574074074073,2
21993,1366,1.5189622641509433,2
22021,350,1.65,1
22023,1143,0.4295348837209302,2
22024,2304,0.4283969465648855,2
22025,1776,0.4152808988764045,2
22026,1572,0.41821782178217815,2
22027,4165,0.424377358490566,2
22028,2915,0.4309090909090909,2
22029,7858,0.42345088161209066,2
22030,5361,0.41922448979591836,2
22031,363,0.47125,1
22032,361,0.42,1
22033,336,0.42000000000000004,1
22034,3,0.42,0
22035,1406,0.4265909090909091,2
22037,3795,0.420648854961832,2
22038,475,0.42,1
22039,250,0.42,1
22040,725,0.42,1
22041,3812,2.492964824120603,2
22042,372,0.42,1
22043,1188,0.23674418604651162,2
22044,816,0.2602777777777778,1
22045,6502,0.4186473429951691,2
22046,2250,0.4189333333333333,2
22047,3400,0.4179439252336449,2
22048,975,0.4175,2
22049,1025,0.26187499999999997,2
22050,1225,0.418,2
22051,1000,0.42000000000000004,2
22052,571,0.42,1
22053,4236,1.2261538461538461,2
22055,1248,1.4559459459459458,2
22057,578,1.2457142857142858,1
22059,1749,1.3008496732026145,2
22060,233,5.2081081081081075,1
22061,565,8.997230769230768,1
22062,559,1.1427868852459016,1
