CustomerID,total_orders,total_spend,last_purchase,first_purchase,recency_days,avg_spend_per_order,customer_lifetime_days,purchase_frequency,cluster,segment
12431.0,15,6487.45,2011-11-04 11:55:00,2010-12-01 10:03:00,36,432.49666666666667,338,0.04424778761061947,0,2
12432.0,5,5059.32,2011-10-28 11:43:00,2011-06-20 13:27:00,43,1011.8639999999999,129,0.038461538461538464,1,1
12433.0,7,13375.87,2011-12-09 10:02:00,2010-12-01 13:24:00,1,1910.8385714285716,372,0.01876675603217158,0,2
12434.0,2,806.14,2011-09-16 12:38:00,2011-03-24 13:05:00,85,403.07,175,0.011363636363636364,2,0
12435.0,2,7829.89,2011-09-21 09:06:00,2011-03-17 07:40:00,80,3914.945,188,0.010582010582010581,0,2
12436.0,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,100,509.01,0,1.0,2,0
12437.0,18,4951.41,2011-12-08 11:35:00,2011-01-12 14:13:00,2,275.0783333333333,329,0.05454545454545454,1,1
12438.0,2,2906.85,2011-11-25 13:28:00,2011-07-22 13:29:00,14,1453.425,125,0.015873015873015872,1,1
12441.0,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,367,173.55,0,1.0,2,0
12442.0,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,3,172.06,0,1.0,2,0
12444.0,5,5005.46,2011-11-18 13:23:00,2011-06-21 14:00:00,21,1001.092,149,0.03333333333333333,1,1
12445.0,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,22,133.4,0,1.0,2,0
12446.0,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,58,1002.3100000000001,0,1.0,2,0
12447.0,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,243,476.49,0,1.0,2,0
12448.0,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,44,449.45,0,1.0,2,0
12449.0,4,4067.29,2011-11-17 13:46:00,2011-06-05 15:37:00,22,1016.8225,164,0.024242424242424242,1,1
12450.0,2,197.88,2011-07-06 14:41:00,2011-06-19 14:36:00,156,98.94,17,0.1111111111111111,2,0
12451.0,5,9035.52,2011-11-29 08:40:00,2011-01-19 09:05:00,11,1807.104,313,0.01592356687898089,0,2
12452.0,2,430.57000000000005,2011-11-23 10:28:00,2011-11-23 08:05:00,17,215.28500000000003,0,2.0,2,0
12453.0,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,134,707.09,0,1.0,2,0
12454.0,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,56,3528.34,0,1.0,0,2
12455.0,6,2466.86,2011-09-27 15:31:00,2011-02-16 09:56:00,73,411.1433333333334,223,0.026785714285714284,1,1
12456.0,3,3181.04,2011-10-26 14:41:00,2011-03-30 09:12:00,44,1060.3466666666666,210,0.014218009478672985,1,1
12457.0,7,2363.23,2011-10-04 13:13:00,2011-04-14 18:57:00,66,337.6042857142857,172,0.04046242774566474,1,1
12458.0,2,947.4,2011-09-29 15:25:00,2011-02-28 10:55:00,71,473.7,213,0.009345794392523364,2,0
12461.0,2,826.88,2011-09-06 16:57:00,2011-07-08 10:23:00,94,413.44,60,0.03278688524590164,2,0
12462.0,2,1189.59,2011-11-21 09:11:00,2011-02-09 14:44:00,19,594.795,284,0.007017543859649123,2,0
12463.0,4,1344.78,2011-10-17 13:44:00,2011-04-12 12:47:00,53,336.195,188,0.021164021164021163,2,0
12464.0,8,1212.05,2011-11-29 13:33:00,2011-02-03 13:30:00,10,151.50625,299,0.02666666666666667,1,1
12465.0,2,742.19,2011-11-22 16:34:00,2011-06-23 13:37:00,17,371.095,152,0.013071895424836602,2,0
12468.0,2,729.54,2011-06-05 11:36:00,2011-01-27 13:29:00,188,364.77,128,0.015503875968992248,2,0
12472.0,7,6572.11,2011-11-07 14:01:00,2010-12-05 14:19:00,32,938.8728571428571,336,0.020771513353115726,0,2
12473.0,5,3938.55,2011-11-10 13:46:00,2011-06-01 10:15:00,29,787.71,162,0.03067484662576687,1,1
12474.0,18,7375.79,2011-11-22 14:39:00,2011-01-14 10:06:00,17,409.7661111111111,312,0.05750798722044728,0,2
12475.0,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,54,723.38,0,1.0,2,0
12476.0,11,6816.42,2011-11-24 12:40:00,2010-12-13 14:39:00,16,619.6745454545454,345,0.031791907514450865,0,2
12477.0,6,13219.74,2011-11-17 09:51:00,2011-02-11 12:45:00,23,2203.29,278,0.021505376344086023,0,2
12478.0,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,4,680.99,0,1.0,2,0
12479.0,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,11,527.2,0,1.0,2,0
12480.0,4,3281.63,2011-11-11 14:52:00,2011-01-07 15:27:00,28,820.4075,307,0.012987012987012988,1,1
12481.0,10,5596.32,2011-11-17 08:29:00,2010-12-09 10:13:00,23,559.632,342,0.029154518950437316,1,1
12483.0,8,2484.98,2011-11-22 17:02:00,2011-01-04 14:20:00,17,310.6225,322,0.02476780185758514,1,1
12484.0,6,4541.72,2011-11-07 11:37:00,2011-01-07 14:04:00,33,756.9533333333334,303,0.019736842105263157,1,1
12488.0,3,1298.66,2011-11-30 08:50:00,2011-09-25 10:34:00,10,432.8866666666667,65,0.045454545454545456,2,0
12489.0,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,336,334.93,0,1.0,2,0
12490.0,10,5417.93,2011-12-04 16:07:00,2011-01-14 09:13:00,5,541.793,324,0.03076923076923077,1,1
12491.0,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,39,460.40000000000003,0,1.0,2,0
12492.0,2,263.21000000000004,2011-10-07 15:15:00,2011-08-26 14:51:00,63,131.60500000000002,42,0.046511627906976744,2,0
12493.0,2,433.74,2011-06-27 10:17:00,2011-05-26 14:53:00,166,216.87,31,0.0625,2,0
12494.0,7,1246.1,2011-11-24 09:34:00,2010-12-09 11:31:00,16,178.0142857142857,349,0.02,1,1
12497.0,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,82,1043.1,0,1.0,2,0
12498.0,3,403.70000000000005,2011-11-18 12:53:00,2011-10-13 09:30:00,21,134.5666666666667,36,0.08108108108108109,2,0
12500.0,11,4257.82,2011-11-16 16:20:00,2011-01-10 09:48:00,23,387.07454545454544,310,0.03536977491961415,1,1
12501.0,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,337,2169.39,0,1.0,1,1
12502.0,5,3723.87,2011-09-05 11:52:00,2011-02-03 10:41:00,96,744.774,214,0.023255813953488372,1,1
12504.0,2,482.04999999999995,2011-11-21 16:02:00,2011-11-09 14:56:00,18,241.02499999999998,12,0.15384615384615385,2,0
12506.0,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,233,73.5,0,1.0,2,0
12507.0,3,1304.81,2011-07-28 17:09:00,2011-02-14 09:24:00,134,434.93666666666667,164,0.01818181818181818,2,0
12508.0,2,398.27,2011-11-13 15:37:00,2011-11-10 16:27:00,26,199.135,2,0.6666666666666666,2,0
12509.0,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,284,176.5,0,1.0,2,0
12510.0,2,982.5699999999999,2011-07-20 10:15:00,2011-01-18 14:04:00,143,491.28499999999997,182,0.01092896174863388,2,0
12512.0,2,138.03,2011-10-04 14:55:00,2011-10-04 14:53:00,66,69.015,0,2.0,2,0
12513.0,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,113,612.29,0,1.0,2,0
12514.0,1,1017.6800000000001,2011-03-17 16:38:00,2011-03-17 16:38:00,267,1017.6800000000001,0,1.0,2,0
12515.0,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,353,383.7,0,1.0,2,0
12516.0,2,1312.06,2011-09-23 09:13:00,2011-06-12 11:37:00,78,656.03,102,0.019417475728155338,2,0
12517.0,5,2502.84,2011-11-11 14:04:00,2011-06-02 15:13:00,28,500.56800000000004,161,0.030864197530864196,1,1
12518.0,5,2056.89,2011-12-09 10:13:00,2011-08-21 13:18:00,1,411.378,109,0.045454545454545456,1,1
12519.0,1,340.84000000000003,2011-10-07 09:26:00,2011-10-07 09:26:00,64,340.84000000000003,0,1.0,2,0
12520.0,5,2634.26,2011-09-21 15:23:00,2011-03-11 11:35:00,79,526.8520000000001,194,0.02564102564102564,1,1
12521.0,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,143,599.68,0,1.0,2,0
12522.0,2,192.72,2011-10-31 15:30:00,2011-10-19 14:41:00,39,96.36,12,0.15384615384615385,2,0
12523.0,11,1789.77,2011-11-20 12:55:00,2011-01-12 09:43:00,19,162.70636363636365,312,0.03514376996805112,1,1
12524.0,8,4485.72,2011-11-30 15:31:00,2011-01-10 10:35:00,9,560.715,324,0.024615384615384615,1,1
12526.0,3,1316.66,2011-12-09 12:09:00,2011-09-06 14:19:00,1,438.8866666666667,93,0.031914893617021274,2,0
12527.0,3,348.71000000000004,2011-09-19 11:55:00,2011-01-18 12:05:00,82,116.23666666666668,243,0.012295081967213115,2,0
12528.0,6,1933.48,2011-11-30 14:40:00,2011-01-31 09:05:00,9,322.24666666666667,303,0.019736842105263157,1,1
12530.0,4,1662.28,2011-10-11 12:34:00,2011-01-07 10:04:00,60,415.57,277,0.014388489208633094,1,1
12531.0,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,15,125.22,0,1.0,2,0
12532.0,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,30,349.83000000000004,0,1.0,2,0
12534.0,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,131,1089.18,0,1.0,2,0
12535.0,2,716.35,2011-09-09 08:48:00,2011-06-06 12:47:00,92,358.175,94,0.021052631578947368,2,0
12536.0,3,12601.830000000002,2011-10-27 14:20:00,2011-10-11 14:52:00,43,4200.610000000001,15,0.1875,0,2
12538.0,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,29,363.95,0,1.0,2,0
12539.0,4,5568.35,2011-11-17 13:30:00,2011-01-10 09:11:00,22,1392.0875,311,0.01282051282051282,1,1
12540.0,17,13400.24,2011-11-20 11:31:00,2010-12-13 09:39:00,20,788.2494117647059,342,0.04956268221574344,0,2
12541.0,3,981.18,2011-11-10 10:40:00,2011-03-04 09:32:00,30,327.06,251,0.011904761904761904,2,0
12544.0,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,36,372.7,0,1.0,2,0
12545.0,2,1000.39,2011-09-25 13:39:00,2011-03-25 12:04:00,75,500.195,184,0.010810810810810811,2,0
12546.0,2,1161.5,2011-10-24 12:09:00,2011-09-23 09:44:00,47,580.75,31,0.0625,2,0
12547.0,2,207.8,2011-05-26 12:38:00,2011-03-04 12:46:00,198,103.9,82,0.024096385542168676,2,0
12548.0,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,166,95.19999999999999,0,1.0,2,0
12550.0,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,79,964.83,0,1.0,2,0
12551.0,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,358,168.0,0,1.0,2,0
12552.0,2,437.82,2011-11-01 10:02:00,2011-10-31 12:11:00,39,218.91,0,2.0,2,0
12553.0,10,3692.28,2011-12-01 16:38:00,2011-01-14 10:42:00,8,369.228,321,0.031055900621118012,1,1
12556.0,2,603.71,2011-10-20 13:06:00,2011-07-11 13:35:00,50,301.855,100,0.019801980198019802,2,0
12557.0,5,11990.960000000001,2011-11-23 16:59:00,2010-12-03 12:20:00,16,2398.192,355,0.014044943820224719,0,2
12558.0,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,8,269.96,0,1.0,2,0
12559.0,2,561.71,2011-02-02 09:49:00,2011-01-24 10:12:00,311,280.855,8,0.2222222222222222,2,0
12560.0,3,2134.01,2011-12-04 13:54:00,2011-07-19 15:55:00,5,711.3366666666667,137,0.021739130434782608,1,1
12561.0,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,303,238.85,0,1.0,2,0
12562.0,7,3781.7400000000002,2011-12-01 17:20:00,2011-05-25 12:44:00,8,540.2485714285715,190,0.03664921465968586,1,1
12564.0,1,456.90000000000003,2011-03-23 14:55:00,2011-03-23 14:55:00,261,456.90000000000003,0,1.0,2,0
12565.0,1,145.92000000000002,2011-02-24 10:34:00,2011-02-24 10:34:00,289,145.92000000000002,0,1.0,2,0
12566.0,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,86,351.65,0,1.0,2,0
12567.0,10,9401.28,2011-11-17 11:02:00,2010-12-05 11:57:00,23,940.128,346,0.02881844380403458,0,2
12571.0,2,519.61,2011-10-31 10:19:00,2011-08-10 12:35:00,40,259.805,81,0.024390243902439025,2,0
12572.0,2,1020.4200000000001,2011-12-01 09:20:00,2011-10-19 08:20:00,9,510.21000000000004,43,0.045454545454545456,2,0
12573.0,1,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,227,160.54000000000002,0,1.0,2,0
12574.0,1,218.45000000000002,2011-01-28 09:20:00,2011-01-28 09:20:00,316,218.45000000000002,0,1.0,2,0
12576.0,5,1315.83,2011-11-04 10:11:00,2011-02-08 11:31:00,36,263.166,268,0.01858736059479554,1,1
12577.0,3,657.8,2011-11-04 13:24:00,2010-12-15 16:21:00,35,219.26666666666665,323,0.009259259259259259,2,0
12578.0,2,2794.51,2011-11-18 13:30:00,2011-01-13 15:34:00,21,1397.255,308,0.006472491909385114,1,1
12579.0,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,78,440.42,0,1.0,2,0
12580.0,1,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,247,415.7,0,1.0,2,0
12581.0,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,40,197.71,0,1.0,2,0
12582.0,2,511.36,2011-04-15 08:45:00,2011-02-24 11:42:00,239,255.68,49,0.04,2,0
12583.0,15,7281.38,2011-12-07 08:07:00,2010-12-01 08:45:00,3,485.42533333333336,370,0.04043126684636118,0,2
12584.0,9,2338.15,2011-12-06 09:35:00,2011-03-04 15:15:00,4,259.7944444444445,276,0.032490974729241874,1,1
12585.0,2,2040.1,2011-04-19 13:39:00,2010-12-23 12:58:00,234,1020.05,117,0.01694915254237288,1,1
12586.0,1,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,17,196.94000000000003,0,1.0,2,0
12587.0,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,8,144.0,0,1.0,2,0
12588.0,1,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,39,214.89999999999998,0,1.0,2,0
12589.0,2,646.68,2011-11-11 10:19:00,2011-07-18 12:05:00,29,323.34,115,0.017241379310344827,2,0
12590.0,2,9864.26,2011-05-12 14:52:00,2011-05-12 14:46:00,211,4932.13,0,2.0,0,2
12591.0,1,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,317,452.84999999999997,0,1.0,2,0
12592.0,2,437.6,2011-09-08 15:04:00,2011-05-10 13:44:00,92,218.8,121,0.01639344262295082,2,0
12593.0,3,418.1,2011-08-23 12:43:00,2011-05-05 09:29:00,109,139.36666666666667,110,0.02702702702702703,2,0
12594.0,10,3338.2200000000003,2011-11-02 12:20:00,2011-01-21 09:52:00,38,333.822,285,0.03496503496503497,1,1
12596.0,2,618.27,2011-10-19 13:02:00,2011-04-11 13:22:00,51,309.135,190,0.010471204188481676,2,0
12597.0,4,3811.22,2011-11-20 13:33:00,2011-03-16 14:00:00,19,952.805,248,0.01606425702811245,1,1
12598.0,8,3023.08,2011-11-30 12:18:00,2011-02-28 11:58:00,10,377.885,275,0.028985507246376812,1,1
12599.0,7,1032.58,2011-11-10 13:34:00,2011-02-08 13:28:00,29,147.51142857142855,275,0.025362318840579712,1,1
12600.0,10,2599.04,2011-11-11 10:29:00,2010-12-03 12:57:00,29,259.904,342,0.029154518950437316,1,1
12601.0,5,577.0600000000001,2011-06-03 10:17:00,2011-01-11 10:38:00,190,115.412,142,0.03496503496503497,2,0
12602.0,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,59,153.12,0,1.0,2,0
12603.0,1,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,22,739.1999999999999,0,1.0,2,0
12604.0,2,254.18,2011-09-21 14:08:00,2011-03-23 12:06:00,79,127.09,182,0.01092896174863388,2,0
12607.0,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,60,1579.51,0,1.0,1,1
12609.0,3,1126.85,2011-09-22 16:34:00,2011-01-25 15:13:00,78,375.6166666666666,240,0.012448132780082987,2,0
12610.0,5,2099.54,2011-11-17 09:34:00,2011-08-05 13:52:00,23,419.908,103,0.04807692307692308,1,1
12611.0,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,52,1193.32,0,1.0,2,0
12612.0,1,704.04,2011-09-26 15:35:00,2011-09-26 15:35:00,74,704.04,0,1.0,2,0
12613.0,5,3344.38,2011-10-13 14:59:00,2011-03-22 15:42:00,57,668.876,204,0.024390243902439025,1,1
12614.0,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,278,315.6,0,1.0,2,0
12615.0,4,2291.19,2011-12-07 15:02:00,2011-06-24 13:35:00,2,572.7975,166,0.023952095808383235,1,1
12616.0,2,713.3,2011-09-05 15:17:00,2011-02-15 14:17:00,95,356.65,202,0.009852216748768473,2,0
12617.0,1,355.53000000000003,2011-11-10 14:39:00,2011-11-10 14:39:00,29,355.53000000000003,0,1.0,2,0
12618.0,1,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,22,177.31,0,1.0,2,0
12619.0,9,3641.24,2011-11-23 14:52:00,2011-03-31 13:10:00,16,404.5822222222222,237,0.037815126050420166,1,1
12620.0,3,1339.41,2011-11-25 10:20:00,2011-05-19 12:10:00,15,446.47,189,0.015789473684210527,2,0
12621.0,20,13689.67,2011-12-08 11:25:00,2010-12-09 10:16:00,2,684.4835,364,0.0547945205479452,0,2
12622.0,1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,232,180.1,0,1.0,2,0
12623.0,1,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,276,305.1,0,1.0,2,0
12624.0,2,641.13,2011-08-25 15:04:00,2011-06-15 12:34:00,106,320.565,71,0.027777777777777776,2,0
12625.0,2,2683.82,2011-05-12 09:54:00,2011-01-24 13:27:00,212,1341.91,107,0.018518518518518517,1,1
12626.0,9,6620.4800000000005,2011-11-16 16:06:00,2011-01-17 11:01:00,23,735.6088888888889,303,0.029605263157894735,0,2
12627.0,7,4478.53,2011-11-29 12:07:00,2011-07-22 13:59:00,11,639.79,129,0.05384615384615385,1,1
12628.0,3,786.46,2011-12-05 13:15:00,2011-10-06 09:28:00,4,262.15333333333336,60,0.04918032786885246,2,0
12630.0,2,1270.88,2011-11-30 10:48:00,2011-10-27 10:41:00,10,635.44,34,0.05714285714285714,2,0
12631.0,1,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,57,640.5,0,1.0,2,0
12633.0,4,2163.98,2011-10-12 11:40:00,2011-02-25 08:44:00,59,540.995,229,0.017391304347826087,1,1
12635.0,2,1689.18,2011-09-11 11:04:00,2011-07-08 08:43:00,90,844.59,65,0.030303030303030304,1,1
12637.0,8,6021.9,2011-10-03 13:46:00,2011-01-20 10:47:00,67,752.7375,256,0.0311284046692607,1,1
12638.0,1,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,33,671.69,0,1.0,2,0
12639.0,1,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,239,486.1,0,1.0,2,0
12640.0,3,1174.58,2011-11-16 11:52:00,2011-09-19 12:01:00,24,391.52666666666664,57,0.05172413793103448,2,0
12641.0,1,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,115,185.9,0,1.0,2,0
12642.0,3,1013.26,2011-11-14 15:03:00,2011-08-24 09:23:00,25,337.75333333333333,82,0.03614457831325301,2,0
